id,release_date,revenue,title,vote_average,vote_count
8587,6/23/1994,788241776,The Lion King,8,5520
8592,6/15/1990,103738726,Dick Tracy,5.9,258
8617,4/10/2008,14796236,Prom Night,4.8,170
8618,10/2/2006,13401952,The History Boys,6.6,66
8619,11/14/2003,212011111,Master and Commander: The Far Side of the World,6.9,808
8643,9/9/2005,144216468,The Exorcism of Emily Rose,6.3,675
8645,6/11/2008,163403799,The Happening,4.9,968
8653,4/22/2000,21075,The Isle,6.9,60
8656,5/8/1998,140464664,Deep Impact,5.9,870
8665,7/19/2002,35168966,K-19: The Widowmaker,6.1,273
8676,2/7/2008,111231041,Fools Gold,5.4,454
8681,2/18/2008,226830568,Taken,7.2,4444
8688,8/7/1998,103891409,Snake Eyes,5.8,331
8696,9/2/2003,96542059,Calendar Girls,6.6,94
8698,7/11/2003,179265204,The League of Extraordinary Gentlemen,5.7,1181
8699,7/9/2004,90574188,Anchorman: The Legend of Ron Burgundy,6.7,1523
8738,1/31/1980,16647800,The Final Countdown,6.1,120
8741,12/25/1998,98126565,The Thin Red Line,7.2,793
8764,6/8/1984,20458340,Top Secret!,7,241
8766,3/8/1996,16675000,Hellraiser: Bloodline,4.9,111
8769,12/8/1983,21200000,Christine,6.5,392
8780,4/23/2008,63833449,Baby Mama,5.8,205
8810,12/24/1981,24600832,Mad Max 2: The Road Warrior,7.3,981
8814,10/20/2005,55987321,Doom,5,619
8818,12/14/1996,141047179,Evita,5.9,122
8831,9/15/1994,101646581,Timecop,5.5,288
8832,5/23/2008,11260366,Il Divo,7.5,166
8834,8/7/1997,136982834,Conspiracy Theory,6.5,440
8835,7/13/2001,141774679,Legally Blonde,6.2,908
8836,7/24/2008,68369434,The X Files: I Want to Believe,5.5,534
8839,5/26/1995,287928194,Casper,6,1045
8840,5/31/1996,115267375,DragonHeart,6.4,553
8841,9/24/2008,28814580,The Class,6.9,179
8843,8/17/2000,104155843,The Cell,6,442
8844,12/15/1995,262797249,Jumanji,6.9,2413
8845,10/8/1992,156563139,Under Siege,6.1,405
8848,2/28/2008,64822796,The Bank Job,6.6,708
8849,10/22/2004,13395939,Alfie,5.5,255
8850,7/1/1994,48063435,The Shadow,5.4,140
8852,10/23/1987,14182492,Prince of Darkness,6.6,192
8860,1/16/1997,31987563,Metro,5.3,136
8870,11/10/2000,33463969,Red Planet,5.4,271
8871,11/17/2000,345141403,How the Grinch Stole Christmas,6.2,1440
8872,2/14/1992,121697323,Waynes World,6.5,738
8873,12/10/1993,47965000,Waynes World 2,5.8,281
8874,6/19/1997,299288605,My Best Friends Wedding,6.4,606
8879,6/28/1985,41410568,Pale Rider,7,255
8885,6/25/2008,11125849,Waltz with Bashir,7.8,294
8909,6/19/2008,258270008,Wanted,6.4,2583
8913,4/21/1989,57469467,Pet Sematary,6.4,417
8914,7/28/1999,73648228,Deep Blue Sea,5.6,616
8915,10/22/2009,19258519,Amelia,5.4,71
8916,10/2/1998,171757863,Antz,6,1320
8920,6/10/2004,200804534,Garfield,5.2,851
8922,7/1/2001,59217789,Jeepers Creepers,6.1,731
8923,9/9/2005,3154346,Green Street Hooligans,7.1,652
8944,10/17/2008,6673422,What Just Happened,5.2,128
8952,1/18/2009,10652035,I Love You Phillip Morris,6.4,514
8960,7/1/2008,624029371,Hancock,6.2,3050
8961,7/18/2003,273339556,Bad Boys II,6.3,1588
8963,5/12/1995,157387195,Crimson Tide,7,508
8966,11/20/2008,392616625,Twilight,5.8,3688
8967,5/18/2011,54674226,The Tree of Life,6.5,1009
8968,2/4/2005,67192859,Boogeyman,4.6,194
8974,8/13/1953,2000000,The War of the Worlds,6.8,172
8975,10/13/2006,22165608,The Marine,5,165
8976,4/22/2005,42886719,A Lot Like Love,6.5,329
8978,1/19/2005,35294470,Assault on Precinct 13,6,318
8982,8/11/2005,27165581,The Protector,6.8,171
8984,12/9/1994,214015089,Disclosure,5.9,217
8988,3/28/2008,11207130,Stop-Loss,6.1,84
8989,6/5/1987,49998613,Harry and the Hendersons,5.6,157
8998,9/7/2006,13368437,Friends with Money,5.1,132
8999,11/11/2005,57479076,Derailed,6.1,322
9003,9/11/1987,14564027,Hellraiser,6.9,464
9007,9/16/2005,102854431,Just Like Heaven,6.5,595
9008,10/28/1999,60289912,The Insider,7.3,489
9009,6/27/2005,25473093,Dark Water,5.3,275
9012,10/21/2002,64282312,Jackass: The Movie,6.1,355
9013,7/20/1988,38413606,Midnight Run,7.2,241
9016,11/26/2002,109578115,Treasure Planet,7.2,980
9021,10/31/2002,172855065,The Santa Clause 2,5.5,303
9023,5/24/2002,122563539,Spirit: Stallion of the Cimarron,7.4,870
9024,10/1/1993,11146270,For Love or Money,5.7,77
9029,5/7/2008,170000000,What Happens in Vegas,5.8,949
9030,2/1/2008,56309766,The Eye,5.5,284
9032,6/25/1999,234801895,Big Daddy,6.2,898
9036,2/17/2006,120455994,Eight Below,6.7,553
9037,6/11/1982,15171476,Grease 2,4.9,185
9038,10/5/2007,127766650,The Heartbreak Kid,5.7,414
9039,9/20/2002,6916869,Trapped,5.8,140
9040,12/5/1973,29800000,Serpico,7.5,429
9042,8/25/2005,15007991,The Cave,5.2,204
9044,4/7/2006,28000000,Tristan & Isolde,6.4,240
9051,10/4/1979,74865517,10,5.4,69
9053,9/7/2006,480314,DOA: Dead or Alive,5,207
9057,9/23/1994,16478900,Terminal Velocity,5,82
9062,12/16/1970,136400000,Love Story,6.6,123
9064,12/23/1988,12090735,Hellbound: Hellraiser II,6.3,227
9067,3/31/1995,4064495,Tank Girl,5.5,140
9070,6/30/1995,66000000,Mighty Morphin Power Rangers: The Movie,5.2,153
9071,1/20/1995,1148752,Living in Oblivion,7.2,64
9072,8/31/2006,101595121,Little Man,5.3,269
9074,9/8/2005,12382362,The Man,5.4,137
9075,9/1/2006,26193068,Black Book,7.2,288
9078,12/25/1963,22182353,The Sword in the Stone,6.9,935
9081,1/23/2001,3176880,Waking Life,7.6,250
9085,11/17/1989,60864870,Harlem Nights,5.7,85
9087,11/17/1995,107879496,The American President,6.5,199
9091,12/22/1995,64350171,Sudden Death,5.5,174
9093,9/8/2002,29882645,The Four Feathers,6.5,164
9095,2/23/1996,12379402,Mary Reilly,5.7,77
9100,5/3/1996,24769466,The Craft,6.3,388
9102,9/8/1995,5781885,Screamers,6.1,154
9103,4/19/1996,57400547,The Quest,5.3,126
9208,2/9/1996,150270147,Broken Arrow,5.7,459
9255,5/21/1993,133752825,Hot Shots! Part Deux,6.2,463
9256,2/6/2003,8,Kops,6.4,58
9257,8/8/2003,116643346,S.W.A.T.,5.8,780
9263,10/20/1995,27400000,Now and Then,6.6,91
9266,8/8/2002,51842679,Blue Crush,5.6,164
9268,6/21/1996,242295562,Eraser,5.6,553
9270,1/30/2005,3919254,Brick,6.8,366
9271,8/4/1995,24048000,Virtuosity,5.4,163
9272,9/24/1993,44456478,The Good Son,6.2,202
9273,11/10/1995,212385533,Ace Ventura: When Nature Calls,6.1,1128
9276,12/25/1998,40283321,The Faculty,6.2,500
9277,12/25/1973,159616327,The Sting,7.9,639
9279,11/15/1996,129832389,Jingle All the Way,5.5,583
9280,11/6/2002,16838910,Femme Fatale,6.2,142
9281,2/8/1985,68706993,Witness,7,390
9285,5/19/2000,119754278,Road Trip,5.9,550
9286,2/10/2006,117719158,Final Destination 3,5.8,1000
9289,9/25/1962,50100000,The Longest Day,7.3,237
9290,4/12/2001,39438674,Crocodile Dundee in Los Angeles,4.7,149
9291,5/19/2005,190320568,The Longest Yard,6.2,804
9292,5/23/1991,17218080,Hudson Hawk,5.4,275
9293,7/27/2006,41009669,John Tucker Must Die,5.9,375
9294,7/5/1996,152036382,Phenomenon,6.2,328
9296,8/23/2002,19576023,S1m0ne,5.5,266
9297,7/21/2006,140175006,Monster House,6.3,912
9299,4/11/1996,2647055,Thesis,7.2,165
9303,9/13/1996,7011317,Bound,6.9,203
9306,8/23/1996,49627779,The Island of Dr. Moreau,4.6,148
9308,10/25/1996,21302121,High School High,5.4,51
9310,3/4/2006,7314027,American Dreamz,4.9,97
9312,8/18/1995,122195920,Mortal Kombat,5.4,452
9315,9/22/2005,223387299,Flightplan,6.1,796
9316,1/21/2003,15,Ong-Bak: The Thai Warrior,7,556
9319,12/11/1991,59509925,The Last Boy Scout,6.5,502
9320,8/13/1998,48585416,The Avengers,4.4,205
9322,2/21/1990,5000000,La Femme Nikita,7,511
9323,11/18/1995,2287714,Ghost in the Shell,7.8,854
9325,10/17/1967,205843612,The Jungle Book,7.1,1791
9326,3/30/1984,86572238,Romancing the Stone,6.6,477
9327,6/26/1996,128769345,The Nutty Professor,5.4,717
9331,8/3/1994,215887717,Clear and Present Danger,6.4,390
9333,9/20/1996,47267001,Last Man Standing,6.2,263
9334,4/16/2002,165333180,The Scorpion King,5.3,802
9335,8/2/2005,85167639,Transporter 2,6.2,1076
9336,3/22/1984,146198896,Police Academy,6.5,614
9339,6/22/2006,237681299,Click,6,2167
9340,6/6/1985,61503218,The Goonies,7.4,1563
9341,3/28/2003,74208267,The Core,5.5,531
9342,7/16/1998,250288523,The Mask of Zorro,6.3,1211
9344,7/28/1995,7412216,Kids,6.8,280
9346,8/5/1983,63541777,Risky Business,6.4,340
9348,7/7/1995,113374103,Species,5.5,457
9350,5/28/1993,255000211,Cliffhanger,6.1,600
9352,2/20/2004,20796847,EuroTrip,6.5,673
9353,6/16/2006,80197993,Nacho Libre,5.6,368
9355,6/29/1985,36230219,Mad Max Beyond Thunderdome,5.9,765
9357,8/21/2002,52223306,One Hour Photo,6.6,444
9358,1/31/2003,90426405,Final Destination 2,5.9,1046
9360,4/11/1997,136885767,Anaconda,4.8,624
9361,9/25/1992,75505856,The Last of the Mohicans,7.1,747
9362,1/19/1990,48572000,Tremors,6.6,882
9364,9/5/2011,100915,Wuthering Heights,6,75
9366,2/27/1997,41954997,Donnie Brasco,7.4,1175
9367,9/4/1992,2040920,El Mariachi,6.6,243
9372,1/17/2004,28575078,Super Size Me,6.6,520
9373,10/17/2003,107071655,The Texas Chainsaw Massacre,6.1,670
9374,7/30/1992,149022650,Death Becomes Her,6.3,655
9377,6/11/1986,70136369,Ferris Buellers Day Off,7.5,1340
9381,8/20/2008,72108608,Babylon A.D.,5.4,687
9383,8/4/2000,190213455,Hollow Man,5.6,645
9384,3/5/2004,170268750,Starsky & Hutch,5.6,661
9386,7/8/1993,176997168,In the Line of Fire,6.8,392
9387,4/2/1982,79114085,Conan the Barbarian,6.6,663
9388,9/5/2005,24793509,Thank You for Smoking,7.1,670
9389,3/16/2006,1831348,Renaissance,6.7,78
9390,12/6/1996,273552592,Jerry Maguire,6.7,941
9393,7/4/2004,3764219,Before the Fall,7.3,74
9395,4/8/1988,18869631,Above the Law,5.9,140
9396,5/19/1988,239606210,Crocodile Dundee II,5.5,310
9397,6/8/2001,98376292,Evolution,5.7,650
9398,9/28/2001,60780981,Zoolander,6.1,1363
9399,6/7/1990,24078196,Lionheart,5.9,179
9400,11/6/1996,41590886,Set It Off,6.9,66
9403,3/7/1997,41230799,Private Parts,6.7,106
9404,2/10/1996,21890845,First Strike,6.5,101
9406,12/25/1997,26570463,An American Werewolf in Paris,5.3,154
9408,6/8/2007,149044513,Surfs Up,5.9,616
9410,1/19/1998,55494066,Great Expectations,6.4,131
9411,1/16/1998,25232289,Fallen,6.6,346
9413,8/1/1997,44332015,Picture Perfect,5.1,114
9414,11/14/1997,13801755,The Man Who Knew Too Little,6.5,126
9415,4/18/1997,25804707,Murder at 1600,5.8,130
9421,4/15/1998,78599508,The Dinner Game,7.7,408
9422,3/5/1998,56702901,A Civil Action,6.1,113
9423,1/14/1999,14010690,Virus,5,151
9424,7/24/1998,17507368,Disturbing Behavior,5.5,104
9425,10/23/1998,14567883,Soldier,6.1,226
9426,8/15/1986,60629159,The Fly,7.1,1038
9427,8/13/1997,257850122,The Full Monty,6.9,372
9428,10/5/2001,71441250,The Royal Tenenbaums,7.4,1317
9429,10/1/1998,30331165,A Night at the Roxbury,5.9,202
9430,4/9/1999,28451622,Go,7,198
9431,8/16/1996,5600000,Bordello of Blood,5,63
9433,9/6/1997,43312294,The Edge,6.8,359
9434,4/11/1997,28084357,Grosse Pointe Blank,6.9,278
9437,10/3/1997,60527873,Kiss the Girls,6.2,353
9442,5/21/1982,18196170,Dead Men Dont Wear Plaid,6.5,104
9443,5/15/1981,58972904,Chariots of Fire,6.9,213
9444,11/20/1997,139804348,Anastasia,7.4,1481
9447,11/25/1998,69131860,Babe: Pig in the City,5.3,312
9448,4/24/1998,27007143,The Big Hit,6.1,112
9452,5/15/1998,29202884,Bulworth,6.3,66
9453,1/21/1979,23438120,Caligula,5.3,147
9454,7/31/1998,65705772,Ever After: A Cinderella Story,6.8,408
9455,3/12/1999,15156200,The Corruptor,6.1,60
9457,1/30/1998,11203026,Deep Rising,6,155
9459,3/26/1970,34505110,Woodstock,7.1,67
9461,8/17/1973,90000000,Enter the Dragon,7.3,489
9462,6/1/1972,85000000,The Way of the Dragon,7.4,235
9464,1/20/1998,2375097,Buffalo 66,7.2,172
9469,5/1/1998,21567853,He Got Game,6.7,140
9470,2/10/2004,100914445,Kung Fu Hustle,7.2,841
9471,6/27/2003,259175788,Charlies Angels: Full Throttle,5.2,930
9472,6/18/2004,167722310,DodgeBall: A True Underdog Story,6.2,1009
9475,12/23/1992,134095253,Scent of a Woman,7.3,763
9476,5/11/2001,117487473,A Knights Tale,6.6,933
9477,7/7/2004,203567857,King Arthur,6.1,827
9479,10/9/1993,75634409,The Nightmare Before Christmas,7.6,2135
9480,2/14/2003,179179718,Daredevil,5,1551
9481,11/4/1999,151493655,The Bone Collector,6.5,843
9482,6/30/1995,113493481,Judge Dredd,5.4,643
9486,4/6/2003,160583018,Johnny English,6,875
9487,11/25/1998,363258859,A Bugs Life,6.8,2379
9488,8/7/2002,119723358,Spy Kids 2: The Island of Lost Dreams,5.3,533
9489,12/17/1998,250821495,Youve Got Mail,6.3,859
9490,1/16/1998,17460020,Half Baked,6.4,179
9493,12/9/1988,216614388,Twins,5.7,566
9494,10/12/1989,296000000,Look Whos Talking,5.8,546
9495,5/11/1994,94000000,The Crow,7.3,980
9502,6/4/2008,631744560,Kung Fu Panda,6.9,3231
9503,10/22/2009,27412220,Pope Joan,6.5,93
9504,9/15/1992,10725228,Glengarry Glen Ross,7.5,330
9506,4/11/2003,195745823,Anger Management,5.9,937
9509,4/23/2004,130293714,Man on Fire,7.3,1583
9511,11/24/2009,48720000,Rabbit Without Ears 2,6.1,99
9513,6/15/2006,141702264,Garfield: A Tail of Two Kitties,5.1,477
9515,5/12/2005,17297244,The Matador,6.2,137
9516,5/26/1993,27900000,Menace II Society,7.2,179
9517,6/15/2001,480811,Bully,6.7,125
9519,6/21/2000,236185,Chopper,6.7,111
9522,7/14/2005,285176741,Wedding Crashers,6.4,1406
9529,10/16/1992,25792310,Candyman,6.2,303
9530,4/28/2006,87528173,RV,5.6,503
9531,6/17/1983,75850624,Superman III,5.3,500
9532,3/16/2000,53302314,Final Destination,6.4,1416
9533,9/29/2002,209196298,Red Dragon,6.7,1142
9535,3/5/1999,176885658,Analyze This,6.4,512
9538,1/14/1981,14225876,Scanners,6.5,248
9540,9/23/1988,8038508,Dead Ringers,7,176
9541,3/25/2004,36098382,Jersey Girl,5.8,333
9542,2/21/1986,5844868,The Hitcher,6.9,192
9543,5/19/2010,335154643,Prince of Persia: The Sands of Time,6.2,2372
9544,8/9/2002,18902015,FearDotCom,3.2,106
9545,1/29/1993,18994653,Sniper,5.9,109
9548,7/11/1990,20423389,The Adventures of Ford Fairlane,6.2,72
9549,10/20/1983,21500000,The Right Stuff,7.4,241
9550,5/19/2004,92863945,House of Flying Daggers,7.1,452
9552,12/26/1973,441306145,The Exorcist,7.5,2046
9556,8/24/1990,48878502,Darkman,6.2,304
9557,10/1/2002,8586376,Boat Trip,4.7,148
9558,7/18/1990,2554476,King of New York,6.5,130
9559,11/24/1993,135130999,A Perfect World,7.2,376
9560,8/11/1995,50012507,A Walk in the Clouds,6.5,168
9562,11/26/2003,43935763,Timeline,5.4,324
9563,12/16/1999,100230832,Any Given Sunday,6.8,430
9564,2/1/1999,1644060,Asterix & Obelix Take on Caesar,5.9,409
9566,8/15/1996,18626419,The Fan,5.7,202
9567,3/7/2003,85632458,Tears of the Sun,6.4,582
9569,2/9/1990,47410000,Hard to Kill,5.6,141
9570,12/18/1979,35841901,The Black Hole,6.1,132
9571,9/24/1993,7993039,Dazed and Confused,7.4,588
9573,8/4/2002,26199517,Blood Work,6.1,210
9574,11/26/1997,177977226,Flubber,5.3,707
9576,12/16/1982,177200000,Tootsie,6.9,429
9582,1/17/2003,17432163,A Guy Thing,5.3,85
9584,6/27/1978,22765081,Convoy,6.1,78
9586,12/21/1990,15691192,The Bonfire of the Vanities,5.3,113
9591,10/4/1996,34585416,That Thing You Do!,6.8,230
9593,6/18/1993,137298489,Last Action Hero,6.1,725
9594,7/31/1991,30102717,Double Impact,5.3,219
9595,7/31/1991,181096164,Hot Shots!,6.4,588
9598,7/18/1995,254134910,Babe,6,756
9599,8/5/1988,8247943,The Blob,6.3,187
9600,5/31/2000,173959438,Big Mommas House,5.6,514
9602,6/28/1988,288752301,Coming to America,6.5,944
9604,6/17/1988,34994648,Red Heat,5.8,360
9605,8/14/1992,48017402,Single White Female,6,139
9606,5/26/2001,95789342,Metropolis,6.8,99
9607,5/28/1993,20915465,Super Mario Bros.,4,236
9609,9/16/1992,5471088,Of Mice and Men,7.1,147
9610,6/29/1984,100000000,Conan the Destroyer,5.8,391
9611,4/25/1997,29235353,Romy and Micheles High School Reunion,6,160
9614,2/16/1996,41205099,Happy Gilmore,6.5,767
9615,6/3/2006,158468292,The Fast and the Furious: Tokyo Drift,6.1,1749
9616,9/5/2003,11560806,The Order,4.8,93
9618,12/22/1989,63408614,Tango & Cash,6.1,468
9619,2/7/1997,178127760,Dantes Peak,5.8,445
9620,12/25/2003,96269812,Paycheck,5.9,594
9621,10/6/2005,52034889,Elizabethtown,6.1,335
9624,2/18/1994,49000000,On Deadly Ground,4.6,109
9626,4/9/1985,6948633,Red Sonja,5,211
9631,7/29/1998,44547681,The Negotiator,6.8,593
9637,6/14/2002,275650703,Scooby-Doo,5.4,853
9638,3/28/1979,11988469,Phantasm,6.5,166
9641,12/21/2005,129181830,Cheaper by the Dozen 2,5.8,542
9645,10/25/2002,68349884,Ghost Ship,5.3,540
9647,11/22/1988,60328000,Scrooged,6.7,395
9651,11/19/1984,14296438,Supergirl,4.7,108
9654,5/30/2003,176070171,The Italian Job,6.6,1949
9655,3/17/2006,33889159,Shes the Man,6.4,691
9656,12/25/2006,21510851,Black Christmas,4.8,119
9659,4/12/1979,100000000,Mad Max,6.6,1235
9660,12/5/1959,6800000,Operation Petticoat,6.9,62
9662,6/11/2003,1477676,The Triplets of Belleville,7.3,233
9663,12/13/1984,28744356,Starman,6.6,219
9664,9/22/2006,17800000,Flyboys,6.3,274
9665,12/15/1989,26828365,Glory,7.4,391
9667,3/4/2005,21126225,The Jacket,6.8,459
9669,1/23/1999,18686644,Ringu 2,5.4,81
9671,9/26/1986,328203506,Crocodile Dundee,6.3,512
9672,11/16/2006,1151330,Infamous,6.4,60
9675,10/22/2004,109502303,Sideways,6.9,484
9676,9/15/2006,49111202,The Black Dahlia,5.7,292
9679,6/9/2000,237202299,Gone in Sixty Seconds,6.1,1511
9681,12/25/2005,37691644,Casanova,6.2,219
9682,8/11/2006,29907685,Pulse,5,154
9685,9/13/2002,4777465,Igby Goes Down,6.5,95
9687,12/2/2005,18564702,Keeping Mum,6.5,165
9688,10/29/2004,20085825,Melinda and Melinda,6.3,128
9691,10/6/1995,30303072,Assassins,6,394
9692,12/24/2004,4678405,The Woodsman,6.9,106
9693,9/22/2006,69959751,Children of Men,7.4,2120
9697,7/21/2006,42285169,Lady in the Water,5.3,415
9699,12/3/1982,9056073,Trail of the Pink Panther,4.9,63
9701,2/12/2005,25224242,North Country,6.9,127
9703,4/19/2007,25303038,The Last Legion,5,210
9705,6/7/2001,147080413,Swordfish,6.1,946
9708,9/1/2006,38755073,The Wicker Man,4,355
9714,12/12/1997,79082515,Home Alone 3,5.1,632
9718,8/4/2006,162966177,Talladega Nights: The Ballad of Ricky Bobby,6.2,497
9722,6/21/2005,131426169,Bewitched,4.8,463
9725,5/1/1981,21722776,Friday the 13th Part 2,6,321
9726,9/9/2006,42064105,A Good Year,6.5,360
9728,8/13/1982,36690067,Friday the 13th Part III,5.7,257
9730,4/13/1984,32980880,Friday the 13th: The Final Chapter,5.9,241
9731,3/22/1985,21930418,Friday the 13th: A New Beginning,5.1,200
9737,4/7/1995,141407024,Bad Boys,6.5,1729
9738,6/29/2005,330579719,Fantastic Four,5.5,3040
9739,10/8/1993,159055768,Demolition Man,6.4,1018
9740,2/8/2001,351692268,Hannibal,6.4,1296
9741,11/13/2000,248118121,Unbreakable,6.9,1994
9746,12/25/1997,5684789,Kundun,6.8,92
9749,5/31/1985,59612888,Fletch,6.8,210
9750,8/29/2007,41098065,Balls of Fury,5,164
9754,2/10/2006,82800000,Firewall,5.6,270
9757,2/8/2007,95673607,Norbit,5,434
9759,9/6/2004,56422687,Cellular,6.1,548
9760,1/25/2007,86865564,Epic Movie,3.2,334
9762,8/11/2006,114194847,Step Up,6.7,1092
9763,6/6/2005,27610873,Goal!: The Dream Begins,6.6,244
9766,9/15/2006,41480851,Gridiron Gang,6.6,210
9767,6/1/2006,204999686,The Break-Up,5.6,851
9768,4/5/1990,8266343,Cry-Baby,6.4,289
9769,9/27/1997,1060056,Lolita,7,288
9770,11/7/1997,10541523,Mad City,5.9,81
9772,7/25/1997,315156409,Air Force One,6.2,859
9777,9/5/2005,7535331,Proof,6.2,182
9778,10/5/2001,77516304,Serendipity,6.6,529
9779,6/1/2005,39053061,The Sisterhood of the Traveling Pants,6.3,396
9781,8/13/1999,4217115,Detroit Rock City,6.7,102
9785,4/27/2007,26810113,The Invisible,6,148
9787,6/3/2005,13411957,Lords of Dogtown,7,215
9788,8/18/2006,38505009,Accepted,6.2,412
9789,4/20/2007,6463286,My Brother Is an Only Child,6.7,61
9792,3/10/2006,69623713,The Hills Have Eyes,6.1,726
9794,10/6/2006,38368909,Employee of the Month,5.4,156
9798,11/20/1998,250649836,Enemy of the State,6.7,1266
9799,6/22/2001,207283925,The Fast and the Furious,6.6,3485
9800,12/22/1993,206678440,Philadelphia,7.6,1019
9801,11/10/2004,40203020,Bridget Jones: The Edge of Reason,6.1,775
9802,6/6/1996,335062621,The Rock,6.9,1474
9804,7/28/1995,264218220,Waterworld,5.9,1017
9806,11/5/2004,631442092,The Incredibles,7.4,5290
9809,11/17/2006,4630045,Lets Go to Prison,5.5,70
9813,9/12/2005,381420,The Quiet,6.1,73
9816,1/12/2001,91038276,Save the Last Dance,6.3,359
9819,12/18/1996,12803305,Marvins Room,6.6,130
9823,11/21/1997,51376861,Mortal Kombat: Annihilation,3.8,225
9824,8/6/1999,29762011,Mystery Men,5.7,255
9825,7/15/1999,56870414,Lake Placid,5.5,251
9826,6/6/1996,17300889,The Phantom,4.7,138
9827,1/23/1998,5624282,Phantoms,5.2,110
9828,11/3/2006,3338228,Unknown,6.4,116
9829,4/28/2006,76286096,United 93,6.9,377
9833,12/8/2004,154648887,The Phantom of the Opera,7,448
9835,7/24/1998,19000000,Jane Austens Mafia!,5.4,52
9836,11/16/2006,384335608,Happy Feet,5.9,1457
9837,12/15/1998,218613188,The Prince of Egypt,6.9,847
9838,3/20/1985,238227,King Solomons Mines,5,101
9842,9/29/2006,17807569,School for Scoundrels,5.6,112
9844,5/22/1998,5879254,The Opposite of Sex,5.9,56
9846,11/1/1985,17307019,To Live and Die in L.A.,6.8,129
9849,2/11/1999,36850101,My Favorite Martian,5.1,81
9869,6/4/1992,178051587,Patriot Games,6.4,440
9870,4/17/2008,105173115,Forgetting Sarah Marshall,6.4,1194
9872,7/12/1985,9873044,Explorers,6.2,120
9873,2/7/1986,20603715,F/X,6.4,91
9874,3/21/1986,49042224,Cobra,5.6,402
9876,2/21/1992,70611210,Stop! Or My Mom Will Shoot,4.6,220
9877,9/25/1998,72527595,Urban Legend,5.6,293
9879,6/28/1996,113309743,Striptease,4.4,210
9880,8/3/2001,165335153,The Princess Diaries,6.5,1063
9882,11/6/1998,116672912,The Siege,6.1,361
9884,2/6/2002,78382433,Collateral Damage,5.5,431
9885,1/1/2005,27762648,Wolf Creek,6.1,288
9886,5/26/1995,19075720,Johnny Mnemonic,5.5,380
9889,11/1/2001,141069860,Shallow Hal,5.7,764
9890,6/10/2004,102000000,The Stepford Wives,5.4,339
9894,6/10/1996,102825796,The Cable Guy,5.7,603
9895,10/9/2006,41237648,Man of the Year,5.8,129
9896,7/30/2001,85498534,Rat Race,6,531
9899,12/25/2005,38058335,The Producers,6.1,153
9900,1/6/2006,6538177,Grandmas Boy,6.6,222
9902,5/30/2003,28650575,Wrong Turn,6,652
9903,10/14/2006,11772461,The Hoax,6.4,60
9904,3/6/2006,37384046,The Wild,5.1,246
9906,7/27/2006,55181129,The Ant Bully,5.5,375
9907,8/4/2006,72779000,Barnyard,5.3,230
9909,8/11/1995,180000000,Dangerous Minds,6.4,249
9910,10/7/2005,30526509,Two for the Money,5.9,156
9913,7/29/2005,91974818,The Skeleton Key,6.4,588
9917,6/23/2006,21353303,Waist Deep,6.6,51
9918,1/13/2006,42647449,Glory Road,7.2,145
9919,2/7/2003,177371441,How to Lose a Guy in 10 Days,6.3,873
9920,3/3/2006,31070211,Ultraviolet,4.8,468
9922,12/25/1997,17626234,The Postman,6.1,306
9923,9/22/2005,22944502,Domino,6,450
9927,12/23/2005,40442437,The Ringer,5.6,110
9928,3/10/2005,260696994,Robots,6,1383
9932,12/6/2002,55003135,Analyze That,5.7,385
9941,1/31/1986,62134225,Down and Out in Beverly Hills,5.9,67
9942,2/16/1989,49797148,Major League,6.7,222
9944,12/16/1993,195268056,The Pelican Brief,6.3,377
9946,11/24/1999,211989043,End of Days,5.5,488
9947,1/13/2005,56681566,Elektra,4.9,590
9950,3/16/2006,2636637,Find Me Guilty,6.5,139
9952,9/9/2006,7177143,Rescue Dawn,6.9,339
9953,9/2/2004,1841260,A Love Song for Bobby Long,6.8,97
9954,9/8/2006,37597471,The Covenant,5.2,295
9958,10/6/2006,3833507,Trailer Park Boys: The Movie,6.8,53
9959,2/17/2006,14655628,Freedomland,5.2,71
9962,1/12/2002,16856124,The Good Girl,6.1,183
9963,2/8/2007,84146832,Premonition,5.8,391
9966,2/2/2007,1109660,The Messengers,5.6,216
9967,12/16/1983,27900000,Uncommon Valor,6.2,54
9969,11/22/2006,47231070,Deck the Halls,5.1,109
9972,8/4/1989,22099847,Lock Up,6.2,208
9975,2/10/2006,69834815,Curious George,6.1,109
9978,7/21/2006,23937870,Stormbreaker,5.1,219
9980,7/25/1986,7433663,Maximum Overdrive,5.5,170
9981,5/13/2005,56070433,Kicking & Screaming,5.6,179
9982,11/4/2005,314432665,Chicken Little,5.6,974
9986,12/15/2006,144000000,Charlottes Web,5.8,300
9988,8/25/2006,19179969,Beerfest,5.8,173
9989,1/12/2001,18195610,Antitrust,5.8,156
9992,12/13/2006,107944236,Arthur and the Invisibles,6,663
9994,7/2/1986,38625550,The Great Mouse Detective,6.9,334
10002,6/13/1986,5794184,Mona Lisa,6.7,62
10003,4/3/1997,118063304,The Saint,5.9,310
10012,2/25/2005,19294901,Cursed,5.1,168
10013,10/5/1986,41382841,Peggy Sue Got Married,5.9,138
10014,10/31/1985,29999213,A Nightmare on Elm Street Part 2: Freddys Revenge,5.7,367
10015,12/15/1986,42724017,Heartbreak Ridge,6.5,270
10016,8/24/2001,14010832,Ghosts of Mars,4.8,299
